127.0.0.1 - - [21/Apr/2024:17:51:42 +0530] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:51:46 +0530] "GET /mediSlot/ HTTP/1.1" 200 4723
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:51:46 +0530] "GET /mediSlot/assets/image/Index_image.jpg HTTP/1.1" 200 48953
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:51:46 +0530] "GET /mediSlot/assets/image/index_image1.png HTTP/1.1" 200 81665
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:51:52 +0530] "GET /mediSlot/patient_login.jsp HTTP/1.1" 200 2447
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:52:01 +0530] "POST /mediSlot/patientLogin HTTP/1.1" 200 3865
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:52:06 +0530] "GET /mediSlot/patients_appointment.jsp HTTP/1.1" 200 4115
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:52:10 +0530] "GET /mediSlot/patient_dashboard.jsp HTTP/1.1" 200 3865
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:52:12 +0530] "GET /mediSlot/appointment.jsp HTTP/1.1" 200 7745
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:52:18 +0530] "GET /mediSlot/getAvailableDates?doctorId=1 HTTP/1.1" 200 53
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:52:21 +0530] "GET /mediSlot/getAvailableTimes?doctorId=1&preferredDate=2024-04-08 HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:52:24 +0530] "GET /mediSlot/getAvailableTimes?doctorId=1&preferredDate=2024-04-07 HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:52:26 +0530] "GET /mediSlot/getAvailableTimes?doctorId=1&preferredDate=2024-04-06 HTTP/1.1" 200 122
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:52:36 +0530] "GET /mediSlot/logout HTTP/1.1" 200 4723
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:52:37 +0530] "GET /mediSlot/assets/image/Index_image.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:52:37 +0530] "GET /mediSlot/assets/image/index_image1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:52:38 +0530] "GET /mediSlot/about.jsp HTTP/1.1" 200 4939
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:52:38 +0530] "GET /mediSlot/assets/image/about_image.png HTTP/1.1" 200 99334
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:53:51 +0530] "GET /mediSlot/index.jsp HTTP/1.1" 200 4723
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:53:51 +0530] "GET /mediSlot/assets/image/Index_image.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:53:51 +0530] "GET /mediSlot/assets/image/index_image1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:54:01 +0530] "GET /mediSlot/appointment.jsp HTTP/1.1" 200 7745
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:54:07 +0530] "GET /mediSlot/getAvailableDates?doctorId=2 HTTP/1.1" 200 53
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:54:13 +0530] "GET /mediSlot/getAvailableTimes?doctorId=2&preferredDate=2024-04-07 HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:54:17 +0530] "GET /mediSlot/getAvailableTimes?doctorId=2&preferredDate=2024-04-06 HTTP/1.1" 200 34
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:54:44 +0530] "GET /mediSlot/getAvailableDates?doctorId=1 HTTP/1.1" 200 53
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:54:47 +0530] "GET /mediSlot/getAvailableTimes?doctorId=1&preferredDate=2024-04-07 HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:54:49 +0530] "GET /mediSlot/getAvailableTimes?doctorId=1&preferredDate=2024-04-06 HTTP/1.1" 200 122
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:56:39 +0530] "GET /mediSlot/appointment.jsp HTTP/1.1" 200 7763
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:56:39 +0530] "GET /mediSlot/assets/image/icon.png HTTP/1.1" 200 18848
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:56:44 +0530] "GET /mediSlot/getAvailableDates?doctorId=1 HTTP/1.1" 200 53
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:56:47 +0530] "GET /mediSlot/getAvailableTimes?doctorId=1&preferredDate=2024-04-07 HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:56:51 +0530] "GET /mediSlot/getAvailableTimes?doctorId=1&preferredDate=2024-04-06 HTTP/1.1" 200 122
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:59:20 +0530] "GET /mediSlot/appointment.jsp HTTP/1.1" 200 7803
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:59:21 +0530] "GET /mediSlot/assets/image/icon.png HTTP/1.1" 200 18848
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:59:25 +0530] "GET /mediSlot/getAvailableDates?doctorId=1 HTTP/1.1" 200 53
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:59:27 +0530] "GET /mediSlot/getAvailableTimes?doctorId=1&preferredDate=2024-04-07 HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:59:30 +0530] "GET /mediSlot/getAvailableTimes?doctorId=1&preferredDate=2024-04-06 HTTP/1.1" 200 122
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:59:35 +0530] "GET /mediSlot/getAvailableTimes?doctorId=1&preferredDate=2024-04-07 HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:59:46 +0530] "GET /mediSlot/appointment.jsp HTTP/1.1" 200 7875
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:59:46 +0530] "GET /mediSlot/assets/image/icon.png HTTP/1.1" 200 18848
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:59:48 +0530] "GET /mediSlot/getAvailableDates?doctorId=1 HTTP/1.1" 200 53
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:59:54 +0530] "GET /mediSlot/getAvailableTimes?doctorId=1&preferredDate=2024-04-07 HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [21/Apr/2024:17:59:56 +0530] "GET /mediSlot/getAvailableTimes?doctorId=1&preferredDate=2024-04-06 HTTP/1.1" 200 122
0:0:0:0:0:0:0:1 - - [21/Apr/2024:18:00:55 +0530] "GET /mediSlot/appointment.jsp HTTP/1.1" 200 7756
0:0:0:0:0:0:0:1 - - [21/Apr/2024:18:00:56 +0530] "GET /mediSlot/assets/image/icon.png HTTP/1.1" 200 18848
0:0:0:0:0:0:0:1 - - [21/Apr/2024:18:00:58 +0530] "GET /mediSlot/appointment.jsp HTTP/1.1" 200 7756
0:0:0:0:0:0:0:1 - - [21/Apr/2024:18:00:58 +0530] "GET /mediSlot/assets/image/icon.png HTTP/1.1" 200 18848
0:0:0:0:0:0:0:1 - - [21/Apr/2024:18:01:00 +0530] "GET /mediSlot/getAvailableDates?doctorId=2 HTTP/1.1" 200 53
0:0:0:0:0:0:0:1 - - [21/Apr/2024:18:01:02 +0530] "GET /mediSlot/getAvailableTimes?doctorId=2&preferredDate=2024-04-07 HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [21/Apr/2024:18:01:06 +0530] "GET /mediSlot/getAvailableTimes?doctorId=2&preferredDate=2024-04-06 HTTP/1.1" 200 34
0:0:0:0:0:0:0:1 - - [21/Apr/2024:18:01:11 +0530] "GET /mediSlot/getAvailableDates?doctorId=1 HTTP/1.1" 200 53
0:0:0:0:0:0:0:1 - - [21/Apr/2024:18:01:13 +0530] "GET /mediSlot/getAvailableTimes?doctorId=1&preferredDate=2024-04-07 HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [21/Apr/2024:18:01:16 +0530] "GET /mediSlot/getAvailableTimes?doctorId=1&preferredDate=2024-04-06 HTTP/1.1" 200 122
0:0:0:0:0:0:0:1 - - [21/Apr/2024:18:02:17 +0530] "GET /mediSlot/appointment.jsp HTTP/1.1" 200 7957
0:0:0:0:0:0:0:1 - - [21/Apr/2024:18:02:18 +0530] "GET /mediSlot/assets/image/icon.png HTTP/1.1" 200 18848
0:0:0:0:0:0:0:1 - - [21/Apr/2024:18:02:20 +0530] "GET /mediSlot/getAvailableDates?doctorId=2 HTTP/1.1" 200 53
0:0:0:0:0:0:0:1 - - [21/Apr/2024:18:02:24 +0530] "GET /mediSlot/getAvailableTimes?doctorId=2&preferredDate=2024-04-08 HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [21/Apr/2024:18:02:26 +0530] "GET /mediSlot/getAvailableTimes?doctorId=2&preferredDate=2024-04-06 HTTP/1.1" 200 34
0:0:0:0:0:0:0:1 - - [21/Apr/2024:18:02:31 +0530] "GET /mediSlot/getAvailableTimes?doctorId=2&preferredDate=2024-04-07 HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [21/Apr/2024:18:02:33 +0530] "GET /mediSlot/getAvailableTimes?doctorId=2&preferredDate=2024-04-09 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [21/Apr/2024:18:02:54 +0530] "GET /mediSlot/appointment.jsp HTTP/1.1" 200 8169
0:0:0:0:0:0:0:1 - - [21/Apr/2024:18:02:54 +0530] "GET /mediSlot/assets/image/icon.png HTTP/1.1" 200 18848
0:0:0:0:0:0:0:1 - - [21/Apr/2024:18:02:57 +0530] "GET /mediSlot/getAvailableDates?doctorId=2 HTTP/1.1" 200 53
0:0:0:0:0:0:0:1 - - [21/Apr/2024:18:03:23 +0530] "GET /mediSlot/getAvailableDates?doctorId=1 HTTP/1.1" 200 53
0:0:0:0:0:0:0:1 - - [21/Apr/2024:18:03:25 +0530] "GET /mediSlot/appointment.jsp HTTP/1.1" 200 8169
